Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,city,state,country,types
Stout - Sweet / Milk,Hardywood Park Craft Brewery,Hardywood Park Craft Brewery Gingerbread Stout,"Notes:Brewed with baby ginger from Casselmonte Farm and wildflower honey from Bearer Farms, Hardywood Gingerbread Stout captures the terroir of central Virginia in a rich, creamy libation with a velvety mouthfeel and an intriguing evolution of flavors from milk chocolate and vanilla to honeycomb and cinnamon to a snap of ginger in the finish.Deep, dark chocolate in color with a mahogany tint and a frothy, caramel colored head, Hardywood Gingerbread Stout offers aromatics of holiday spice originating from the ginger, and balanced with a generous dose of whole Madagascar bourbon vanilla beans and Vietnamese cinnamon. Milk sugar (lactose) contributes to the full body of this stout and tames its roasty character, while oats lend a silky quality. Enjoy fresh, or cellar for a special occasion. We hope Hardywood Gingerbread Stout contributes to your merriment this season.55 IBU\t",9.2,15,25,5,107,27,22,71,15,2,10,6,127,124,4.5,4.5,4.5,4.642857,4.428571,Richmond,VA,US,"Brewery, Bar, Beer-to-go"
Pale Ale - Belgian,Brasserie Dubuisson Frères sprl,Brasserie Dubuisson Frères sprl Cuvée Des Trolls,"Notes:he Cuvée des Trolls was created in 2000 in the tanks of microbrewery Le Brasse-Temps, which was established in Louvain-la-Neuve by Brasserie Dubuisson.It is an unfiltered blonde beer with a natural cloud. The beer is produced using only yeast, malt, hops, sugar and water and has an alcohol volume of 7%.Thanks to the addition of dried orange peel during the boiling process, the beer has very pleasant fruity aromas that are in beautiful harmony with its delicate, fully rounded taste.\t",7.0,20,30,29,26,18,35,67,73,0,84,55,29,47,3.518072,3.481928,3.463855,3.46988,3.584337,Leuze-Pipaix,,BE,"Brewery, Bar, Eatery"
Pale Ale - Belgian,Brouwerij Slaghmuylder,Brouwerij Slaghmuylder Witkap Pater Singel / Stimulo,Notes:,6.0,20,30,45,42,18,28,70,99,2,100,56,35,43,3.7275,3.8925,3.6925,3.695,3.875,Ninove,,BE,Brewery
Pale Ale - Belgian,Omnipollo,Omnipollo Leon,Notes:Formerly LeonLeon is whole-cone hopped and fermented dry using a champagne yeast. The yeast and the hops (Amarillo & Simcoe) in combination with a variety of malts.\t,6.5,20,30,37,39,12,63,55,84,5,89,92,26,47,3.75,4.25,3.75,3.75,4.0,Stockholm,,SE,Brewery
Pale Ale - English,Bass Brewers Limited,Bass Brewers Limited Bass Pale Ale,Notes:A classic pale ale. This version of Bass for the North American market at 5% to comply with USA ale regulations.\t,5.1,20,40,7,15,9,32,60,32,0,36,53,4,55,3.281934,3.654197,3.450274,3.458029,3.690693,Burton-on-Trent,GB2,GB,Brewery
Pale Ale - English,Black Sheep Brewery PLC,Black Sheep Brewery PLC Monty Python's Holy Grail Ale,"Notes:Draught 4.0% / Bottle 4.7%Another fine addition to the Black Sheep flock of premium bottle ales. This ale was specially commissioned to commemorate the 30th anniversary of Monty Python in 1999.Ten years later on the 40th anniversary Holy Grail is still going strong. With more hops than a killer rabbit, it's a full-flavoured golden ale with a distinctively fruity flavour followed by the Black Sheep signature dry finish.We brew Holy Grail with Maris Otter malt, an old and expensive variety that is renowned for the taste and the quality of the beer it produces.A mixture of old English Hop varieties including a touch of WGV hops gives Holy Grail its lovely fruity nose.We use a touch of wheat which helps deliver the lovely creamy head and lacing down the glass - just what you would expect from a proper Yorkshire beer!\t",4.7,20,40,20,42,8,38,45,44,2,46,61,2,80,3.336735,3.673469,3.413265,3.394558,3.517007,Masham North Yorkshire,GB2,GB,"Brewery, Bar, Eatery"
Strong Ale - English,Black Sheep Brewery PLC,Black Sheep Brewery PLC Riggwelter Yorkshire Ale,Notes:,5.7,40,60,27,69,28,74,96,39,1,46,62,22,140,3.826087,4.033597,3.766798,3.883399,3.865613,Masham North Yorkshire,GB2,GB,"Brewery, Bar, Eatery"
Pale Ale - English,Ipswich Ale Brewery,Ipswich Ale Brewery Ipswich Original Ale,Notes:,5.4,20,40,17,57,7,52,51,45,0,40,79,11,98,3.770833,3.875,3.908854,3.992188,4.104167,Ipswich,MA,US,"Brewery, Bar, Eatery"
Stout - Oatmeal,Ipswich Ale Brewery,Ipswich Ale Brewery Ipswich Oatmeal Stout,"Notes:Deep, rich and malty with hints of chocolate and coffee. It's what espresso would be if it had the gumption to be beer. We use two different hop additions, specially selected crystal malts, roasted barley and oatmeal to give it a soft and silky mouth feel. Makes a great dessert or meal.\t",7.0,20,40,7,125,5,77,75,2,0,8,48,7,160,4.121662,4.231454,4.132047,4.212166,4.151335,Ipswich,MA,US,"Brewery, Bar, Eatery"
Pale Ale - English,Whitbread PLC,Whitbread PLC Whitbread Pale Ale,Notes:,5.7,20,40,9,49,8,36,89,35,0,32,48,0,99,3.318182,3.693676,3.389328,3.326087,3.422925,London,GB2,GB,Brewery
Stout - Sweet / Milk,Whitbread PLC,Whitbread PLC Mackeson Triple XXX Stout,Notes:XXX version is for the export market.\t,4.9,15,25,7,102,5,39,72,14,1,4,25,7,87,3.991525,4.177119,4.011017,4.117797,4.029661,London,GB2,GB,Brewery
Pale Ale - English,Wachusett Brewing Company,Wachusett Brewing Company Wachusett Country Pale Ale,"Notes:Our first brew back in the early 90’s, the original pale ale with perfectly balanced hops & malts creating super drinkability.\t",5.1,20,40,15,49,4,54,57,41,1,47,77,1,80,3.329545,3.710227,3.465909,3.494318,3.653409,Westminster,MA,US,"Brewery, Bar, Beer-to-go"
Red Ale - Irish,Wachusett Brewing Company,Wachusett Brewing Company Quinn's Amber Ale,"Notes:An easy drinking Amber Ale with low bitterness, a subtle malt profile and a balanced finish.Availability: Jan-Mar\t",4.8,20,30,10,35,8,30,51,19,0,18,42,1,64,3.366667,3.677778,3.544444,3.455556,3.677778,Westminster,MA,US,"Brewery, Bar, Beer-to-go"
Pale Ale - English,Cucapá Brewing Company,Cucapá Brewing Company Cucapá Chupacabras Pale Ale,Notes:,5.8,20,40,11,46,8,61,63,52,0,56,90,8,100,3.454918,3.758197,3.586066,3.52459,3.536885,Mexicali (Baja California),,MX,"Brewery, Eatery, Beer-to-go"
Pilsner - Bohemian / Czech,Steam Whistle Brewing,Steam Whistle Brewing Steam Whistle Pilsner,"Notes:We believe that world-class results require focus and dedication, so we developed a distinctive recipe for our single brand based on Europe's renowned brewing standards yet is brewed fresh locally at our independent, Canadian Brewery.We use traditional brewing techniques and only four natural ingredients including spring water, malted barley, hops and yeast - all GMO-free. There is a fifth ingredient in every refreshing bottle, and that is the passion of our dedicated Brewmaster and staff.\t",5.0,30,45,13,15,3,28,11,6,1,4,36,4,34,3.214286,3.365546,3.432773,3.441176,3.655462,Toronto,ON,CA,Brewery
Pilsner - Bohemian / Czech,Red Hare Brewing Company,Red Hare Brewing Company Long Day Lager,Notes:,4.98,30,45,24,24,2,46,16,23,1,23,54,2,56,3.166667,3.5,3.833333,3.5,3.333333,Marietta,GA,US,Brewery
Pilsner - Bohemian / Czech,Hopworks Urban Brewery,Hopworks Urban Brewery HUB Lager,Notes:,5.1,30,45,36,38,5,58,26,29,6,29,79,9,86,3.857143,3.97619,3.928571,4.095238,4.357143,Portland,OR,US,"Brewery, Bar, Eatery, Beer-to-go"
Stout - American,Hopworks Urban Brewery,"Hopworks Urban Brewery Survival ""7-Grain"" Stout","Notes:The seven grains: Barley (Egyptian), Wheat (Mesopotamian), Oats (Egyptian), Amaranth (Aztec), Quinoa (Incan), Spelt (Mesopotamian), and Kamut (Egyptian).Finished with 15 pounds of cold-pressed Stumptown 'Hairbender' espresso.2011 - Finished with 15 pounds of cold-pressed Stumptown Organic Holler Mountain Coffee.2012 - Finished with 20 pounds of cold-pressed Stumptown Organic Holler Mountain coffee.35 IBU\t",5.3,35,60,21,71,8,88,32,12,0,7,18,19,175,4.087912,3.983516,3.862637,4.0,4.10989,Portland,OR,US,"Brewery, Bar, Eatery, Beer-to-go"
Pilsner - Bohemian / Czech,Heater Allen Brewing,Heater Allen Brewing Pils,"Notes:Formerly known as ""Pale Lager Beer""This is our take on the renowned Bohemian-style pale lager that you might find in Bavaria or the Czech Republic. When coming up with the recipe for Pils owner/brewmaster, Rick, brewed 17 batches of this beer to make it perfect. The recipe is based on the traditional and beloved Pilsner Urquell, which is why we have chosen not to filter our beer and why our lagering time is as long as it is--from brewday to when we can or keg Pils it is at least eight weeks. Our Pilsner is a little more golden, rounder, and a little more malt driven than many other versions. The beer possesses strong hop character that is balanced by its rich, round, malty palate. Refreshing and balanced.1.012 BG, 38 IBU, 3.8 SRM\t",5.0,30,45,38,32,10,57,19,17,4,10,95,14,82,3.777778,3.833333,3.861111,3.972222,4.305556,McMinnville,OR,US,"Brewery, Beer-to-go"
Pilsner - German,Radeberger Exportbierbrauerei,Radeberger Exportbierbrauerei Radeberger Pilsner,Notes:,4.8,25,40,29,21,8,42,7,7,3,6,64,4,52,3.458841,3.727134,3.679878,3.63872,3.83689,"Radeberg, Saxony",,DE,Brewery
Pilsner - German,Friesisches Brauhaus zu Jever GmbH & Co KG,Friesisches Brauhaus zu Jever GmbH & Co KG Jever Pilsener,"Notes:Hardly any other premium beer has remained as true to itself as Jever. For 170 years now, Jever has been cultivating its own Frisian-bitter taste.The special mix of the best brewing water and high-quality hops makes our Jever so Frisian-tart and refreshing at the same time!\t",4.9,25,40,39,24,16,76,18,20,8,16,122,9,70,3.469925,3.725564,3.597744,3.603383,3.765038,Jever,,DE,Brewery
Pilsner - German,König-Brauerei GmbH,König-Brauerei GmbH König Pilsener,Notes:,4.9,25,40,37,37,14,57,17,5,5,4,83,18,56,3.583333,3.698198,3.653153,3.70045,3.871622,Duisburg,,DE,Brewery
Pilsner - German,Trumer Brauerei Berkeley,Trumer Brauerei Berkeley Trumer Pils,Notes:,4.8,25,40,26,25,8,37,28,21,2,25,53,7,36,3.670306,3.796943,3.80131,3.823144,4.093886,Berkeley,CA,US,Brewery
Pilsner - German,Badische Staatsbrauerei Rothaus AG,Badische Staatsbrauerei Rothaus AG Rothaus Pils Tannen Zäpfle,Notes:,5.1,25,40,34,46,2,45,18,22,1,23,95,4,67,3.958333,3.958333,4.145833,4.25,4.458333,Grafenhausen-Rothaus,,DE,Brewery
Pilsner - German,Wernesgrüner Brauerei AG,Wernesgrüner Brauerei AG Wernesgruner,Notes:,4.9,25,40,18,11,5,25,14,6,5,6,38,2,43,3.27972,3.496503,3.363636,3.391608,3.625874,Steinberg - Wernesgrün,,DE,"Brewery, Bar"
Pilsner - German,Hofbrauhaus Wolters GmbH,Hofbrauhaus Wolters GmbH Wolters Pilsener Premium,"Notes:Our distinctive Pilsener beer, well balanced bitterness and easy to drink. Gold in colour, fresh and very digestible.\t",4.9,25,40,17,21,2,38,17,4,4,8,56,4,44,3.232143,3.607143,3.580357,3.375,3.678571,Braunschweig,,DE,Brewery
Pilsner - Imperial,Element Brewing Company,Element Brewing Company Summer Pilsner Fusion,Notes:,9.1,30,65,24,33,23,38,37,28,3,31,72,10,73,3.666667,3.944444,4.166667,3.833333,4.0,Millers Falls,MA,US,"Brewery, Bar, Beer-to-go"
Strong Ale - English,Element Brewing Company,Element Brewing Company Extra Special Oak (ESO),Notes:,7.75,40,60,18,51,25,29,67,25,2,30,39,45,88,3.764706,4.0,3.735294,3.911765,3.852941,Millers Falls,MA,US,"Brewery, Bar, Beer-to-go"
Wheat Beer - Wheatwine,Element Brewing Company,Element Brewing Company Vernal,Notes:Dunkel Wheatwine.\t,11.75,45,85,10,43,34,58,142,36,0,39,61,8,118,3.9,4.15,3.7,3.65,3.65,Millers Falls,MA,US,"Brewery, Bar, Beer-to-go"
Pilsner - Imperial,Epic Brewing Company,Epic Brewing Company Epic Lager,"Notes:Tigers. Balls of Twine. Waimea Bay waves. Pyramids. Ohakune Carrots. Some things are meant to be big. Flavours. Aromas. Beer. The list is large but we think it should be bigger. There is a time and place for subtlety, for a delicate touch. This is not one of them. Turning the amplifier up to eleven? Yeah, that’s it.\t",8.5,30,65,17,23,20,41,47,22,0,42,50,3,40,3.576923,3.5,3.769231,3.807692,3.961538,Auckland,,NZ,Brewery
Pilsner - Imperial,Epic Brewing Company,Epic Brewing Company Epic Lager,"Notes:Tigers. Balls of Twine. Waimea Bay waves. Pyramids. Ohakune Carrots. Some things are meant to be big. Flavours. Aromas. Beer. The list is large but we think it should be bigger. There is a time and place for subtlety, for a delicate touch. This is not one of them. Turning the amplifier up to eleven? Yeah, that’s it.\t",8.5,30,65,17,23,20,41,47,22,0,42,50,3,40,3.576923,3.5,3.769231,3.807692,3.961538,Salt Lake City,UT,US,"Brewery, Eatery, Beer-to-go"
Pilsner - Imperial,Epic Brewing Company,Epic Brewing Company Epic Lager,"Notes:Tigers. Balls of Twine. Waimea Bay waves. Pyramids. Ohakune Carrots. Some things are meant to be big. Flavours. Aromas. Beer. The list is large but we think it should be bigger. There is a time and place for subtlety, for a delicate touch. This is not one of them. Turning the amplifier up to eleven? Yeah, that’s it.\t",8.5,30,65,17,23,20,41,47,22,0,42,50,3,40,3.576923,3.5,3.769231,3.807692,3.961538,Denver,CO,US,"Brewery, Bar, Beer-to-go"
Porter - American,Highland Brewing,Highland Brewing Highland Oatmeal Porter,Notes:,5.8,20,40,15,62,4,35,28,7,0,5,22,6,93,3.757796,3.909563,3.872141,3.881497,3.969854,Asheville,NC,US,"Brewery, Bar"
Porter - American,Highland Brewing,Highland Brewing Highland Thunderstruck Coffee Porter,Notes:,5.9,20,40,7,47,7,84,32,6,0,4,19,8,100,4.05,3.975,3.875,3.875,3.85,Asheville,NC,US,"Brewery, Bar"
Red Ale - American Amber / Red,Highland Brewing,Highland Brewing Highland Gaelic Ale,"Notes:A deep amber colored American ale, featuring a rich malty body. Cascade and Willamette hops add a complex hop flavor and aroma. This ale is exceptionally balanced between malty sweetness and delicate hop bitterness.Hops: Chinook, Willamette and Cascade32 IBU\t",5.8,25,45,7,23,5,61,41,13,0,12,74,4,57,3.665904,3.82151,3.778032,3.869565,3.964531,Asheville,NC,US,"Brewery, Bar"
Stout - American,Highland Brewing,Highland Brewing Highland Black Mocha Stout,"Notes:Highland’s most robust beer, having a very malty body with a large, roasted chocolate flavor, all achieved solely through the use of special roasted barley grains. It is black in color with a very clean finish and moderate hop flavor. While the porter style was developing, some brewers produced a stout porter and over time generated a new style known simply as stout. These beers traditionally contain a distinct roasted malt flavor and can run the gamut from a dry stout, such as Guinness to a sweet stout such as Watney’s Cream Stout. Our Black Mocha falls in the sweet stout range and derives its chocolate and coffee tones from the use of appropriate roasted malt grains and is very often used as an after dinner libation or an accompaniment to dessert.\t",5.0,35,60,18,79,5,66,59,2,0,2,18,5,139,3.862259,3.947658,3.779614,3.969697,4.009642,Asheville,NC,US,"Brewery, Bar"
Porter - American,(512) Brewing Company,(512) Brewing Company (512) Pecan Porter,"Notes:Nearly black in color, (512) Pecan Porter is made with Organic US 2-row and Crystal malts along with Baird’s Chocolate and Black malts. Its full body and malty sweetness are balanced with subtle pecan aroma and flavor from locally grown pecans. Yet another true Austin original!\t",6.2,20,40,13,66,3,41,43,4,0,3,23,6,120,4.067901,4.166667,3.981481,4.166667,4.185185,Austin,TX,US,"Brewery, Bar"
Porter - Imperial,(512) Brewing Company,(512) Brewing Company (512) Whiskey Barrel Aged Double Pecan Porter,"Notes:(512) Double Pecan Porter is a robust porter accented by locally grown roasted pecans and subtly enhanced by aging in recently emptied oak whiskey barrels. For the first ever bottling, only one 200L barrel was bottled. Notes of chocolate, coffee and pecan marry with the subtle flavors of vanilla and whiskey to make this a wonderful winter warmer worth sharing and savoring. We sincerely hope you enjoy every sip.2010 - Jack Daniels barrels2011 - Maker's Mark barrels2012 - Jack Daniels barrels2013 - Maker's Mark barrels\t",8.2,35,50,3,58,69,14,44,18,0,8,5,17,106,4.094595,4.189189,4.067568,4.135135,4.067568,Austin,TX,US,"Brewery, Bar"
Porter - American,Port City Brewing,Port City Brewing Porter,Notes:,7.5,20,40,8,91,12,62,69,8,1,13,38,7,103,3.96875,4.0625,3.984375,4.132812,4.039062,Alexandria,VA,US,"Brewery, Bar, Beer-to-go"
Porter - American,NoDa Brewing Company,NoDa Brewing Company Coco Loco,"Notes:Enjoy the blend of chocolate and brown malts in this robust porter with crazy-rich color and ruby highlights. The subtle bitterness of chocolate is balanced by sweet, organic toasted coconut. Perfect to pair with food or just to enjoy alone. So go nuts, you'll be glad you did.",6.2,20,40,9,111,13,55,75,5,1,70,27,7,148,4.0,4.166667,4.166667,4.416667,4.166667,Charlotte,NC,US,"Brewery, Bar, Beer-to-go"
Porter - Baltic,Oy Sinebrychoff Ab,Oy Sinebrychoff Ab Sinebrychoff Porter,Notes:,7.2,25,45,5,82,8,55,80,18,0,24,20,19,100,4.128272,4.339442,4.117801,4.226003,4.164921,Kerava,,FI,Brewery
Porter - Baltic,Carlsberg Sverige AB,"Carlsberg Sverige AB Carnegie Porter 5,5%","Notes:First introduced in 1836. Strong beers were banned in Sweden 1923-1956.The 5.5 % original recipe was re-introduced in 1985 as a beer fermented with both top and bottom yeast. In 1993, the yeast was changed to a single bottom-fermenting strain. In 2009, the label design and name was changed from ""Carnegie Stark-Porter"" to ""Carnegie Porter"".40 IBU\t",5.5,25,45,9,95,14,52,110,29,0,40,29,12,126,4.018152,4.023102,4.079208,4.186469,4.19802,Stockholm,,SE,Brewery
Porter - Baltic,Deep Ellum Brewing Company,Deep Ellum Brewing Company Double Brown Stout,Notes:,7.0,25,45,12,100,18,49,99,13,0,22,16,10,153,4.0,4.0,4.0,4.5,4.0,Dallas,TX,US,"Brewery, Bar"
Porter - Baltic,Utenos Alus,Utenos Alus Porter,Notes:,6.8,25,45,8,39,24,32,99,21,0,30,22,7,100,3.536111,3.541667,3.427778,3.472222,3.441667,,,LT,Brewery
Porter - Baltic,Aldaris,Aldaris Porteris,Notes:,6.8,25,45,11,87,24,37,97,18,2,35,26,8,110,3.702899,3.967391,3.855072,3.76087,3.695652,Riga,,LV,Brewery
Porter - Baltic,Beer Here,Beer Here Mørke - Pumpernickel Porter,Notes:Brewed in collaboration with Shelton Brothers. Lots of rye malt and spices inspired by the dark German bread.\t,7.5,25,45,17,128,13,68,87,11,0,16,44,52,211,4.113861,4.306931,4.212871,4.19802,4.069307,København,,DK,Brewery
Porter - Baltic,Beer Here,Beer Here Mørke - Pumpernickel Porter,Notes:Brewed in collaboration with Shelton Brothers. Lots of rye malt and spices inspired by the dark German bread.\t,7.5,25,45,17,128,13,68,87,11,0,16,44,52,211,4.113861,4.306931,4.212871,4.19802,4.069307,New Hartford,NY,US,Store
Porter - Baltic,Beer Here,Beer Here Mørke - Pumpernickel Porter,Notes:Brewed in collaboration with Shelton Brothers. Lots of rye malt and spices inspired by the dark German bread.\t,7.5,25,45,17,128,13,68,87,11,0,16,44,52,211,4.113861,4.306931,4.212871,4.19802,4.069307,Ellsworth,PA,US,Store
Porter - Baltic,HaandBryggeriet,HaandBryggeriet Akevitt Porter (Barrel-Aged Porter),Notes:Matured on Aquavit casks.\t,7.0,25,45,20,121,44,75,103,22,0,27,62,37,148,4.060811,3.966216,3.878378,3.966216,3.898649,Drammen,,NO,Brewery
Smoked Beer,HaandBryggeriet,HaandBryggeriet Norwegian Wood,"Notes:Brewed with smoked malt, munich malt, crystal and chocolate malt, and spiced with juniper twigs and berries.\t",6.5,20,30,17,42,6,27,47,21,0,28,34,104,62,3.992347,3.936224,3.818878,3.964286,3.841837,Drammen,,NO,Brewery
